
"ID_REF"	"GSM878095"	"GSM878096"	"GSM878097"	"GSM878098"	"GSM878099"	"GSM878104"	"GSM878105"	"GSM878106"	"GSM878107"	"GSM878108"
"236473_at"	370.2	354.3	464.6	555.7	397.8	367.1	548	374.7	446.5	331.4
"236474_at"	997.7	339.3	229.5	369.7	78.2	248.3	1227.9	161	1013.3	82.7
"236475_at"	628.3	737.1	429.6	462.1	624.7	770.7	946	498.4	411.6	481
"236476_at"	283.2	266.1	173.1	237.1	226.9	240.7	240.8	98.9	121.8	125.6
"236477_at"	380.3	323.9	432.6	194.6	319.8	231.7	146.1	245.2	299.1	351.8
"236478_at"	30.3	28.3	12	39.8	32	170	75.1	23.4	129.4	23
"236479_at"	129.5	130.9	195.1	208.3	251.7	236.4	523.3	205.9	367.4	122.8
"236480_at"	724.5	550.3	115.2	266.2	158.1	810.5	867.6	199.8	602.7	300.5
"236481_at"	12.3	15.2	9.5	17.3	35.2	18	105.8	17.1	139.7	17.9
"236482_at"	169.3	159.7	60.1	27.8	45.5	214.5	155.4	151.9	334.2	258.1
"236483_at"	47.3	349.6	522.2	323.9	242.5	285.3	458.3	125.7	55.1	237.6
"236484_at"	262.2	154.2	141.6	321.4	158	161	468.9	176.5	404.6	88.6
"236485_at"	436.2	412.5	954.7	586.7	552.6	757.5	350.4	463.9	796.1	620.8
"236486_at"	169.8	360.6	202.6	247.5	245.7	127.5	602.2	131.7	322.4	274.8
"236487_at"	634.9	653	686	749.3	699.1	402.9	430	578.7	261.2	555.5
"236488_s_at"	2338.1	919	1847.4	1828.9	1501.6	1933.7	2985.7	1024.5	1397.3	801.5
"236489_at"	2.9	44.2	7.2	21.5	10.9	94.4	37.6	7.1	29.1	84.2
"236490_at"	211.4	183	61	84.2	181.5	152	704.3	218.5	41.6	214.7
"236491_at"	101.5	15.7	30.9	46.2	120.3	73.7	55.4	107.6	11.3	8.6
"236492_at"	757.7	668.1	287.6	483.9	421.9	431.9	431.6	448	640.9	357.4
"236493_at"	118.2	44.4	72.9	89.5	9.8	12.2	236.5	10.7	102.8	5.2
"236494_x_at"	916.7	607.1	423.2	892.2	403.3	391.6	616.2	337.5	774.1	263.3
"236495_at"	116.9	15.5	32.4	45	71.5	59	231.3	81.1	53.4	122.6
"236496_at"	10.9	111.2	31.5	15.6	169.1	35.6	125	41.7	37.8	76.5
"236497_at"	28.7	18.7	33.1	26.3	30.1	49.1	112.8	46.6	51.1	38.7
"236498_s_at"	28.9	43.3	24.5	34	20.2	45.9	184.9	92.5	136.7	81.1
"236499_at"	423.2	285.6	45.4	55.3	117.5	662.7	183.8	535	68.6	253.2
"236500_at"	166.9	163.6	265.8	268.5	222.7	110.6	317.3	299.7	247.7	273.7
"236501_at"	51.2	149	35.6	47.4	49	193.7	101.7	32.7	154.7	129.8
"236502_at"	112.8	8	11	4.4	35	112.1	99	5.2	127	121.1
"236503_at"	57.4	146.2	94.3	203.1	157.6	108.3	265.2	125	50.2	78
"236504_x_at"	165.4	78.7	61.6	81.4	21	78.3	69.3	158.5	26.2	129.4
"236505_at"	22.6	119	123.1	7.5	15	75.4	100	8.5	65.3	109.7
"236506_at"	305.1	327	321.6	257.3	201.2	107.2	546	205.7	201.8	235.9
"236507_at"	425.2	551.7	407	372	355.4	286.1	283.8	432.3	338.6	343.6
"236508_at"	187	62.6	91.7	27.8	39.4	74.8	464.1	19.3	246	120.2
"236509_at"	100.9	133.1	150.7	95.3	238.1	62.6	219.9	61.8	116.9	189.4
"236510_at"	182.1	55.6	128	89.2	8.9	94.1	401.4	156.4	167.6	172.3
"236511_at"	194	179	281.4	167.5	30.3	112.3	368.5	126.8	132.6	39.5
"236512_at"	230	147.3	21.4	163.2	62.4	184.4	163.8	138	168.1	107.3
"236513_at"	629.2	476.2	195.9	358.3	301.6	510.9	718.8	340.8	325.9	272.6
"236514_at"	248.9	169	404	176.6	265.4	246.4	223.8	308.2	164.8	167.6
"236515_at"	684.7	769.8	587.1	578.3	752.3	551.3	567.5	557.3	616.1	828.1
"236516_at"	160.7	199.2	47.2	189.9	123.3	263.3	261.6	201.1	238.5	196.3
"236517_at"	77.2	96.1	126.1	162	9.1	26.5	163.1	93.4	56	2.4
"236518_at"	137.1	90.8	34.6	80.6	98.9	90.1	212.8	109.7	77.9	143.3
"236519_at"	50	22.1	4.4	3.3	19.3	118	79.7	133.4	45.8	74.3
"236520_at"	249	221	180.7	277.7	121.6	97.3	403.3	81.7	129.4	111.6
"236521_at"	123.7	116.1	136.5	166.3	129.3	271.9	276.2	163.8	282.8	188.3
"236522_at"	17.4	106.1	58.4	7.6	28.2	135.8	196.1	137.2	14.1	10.1
"236523_at"	7.4	30.6	7.6	18	5.7	13.1	283.8	15.2	19.8	16
"236524_at"	516.2	342.8	240.7	526.5	81.4	201.5	335.9	168.6	292.2	135.9
"236525_at"	462.6	334.1	493.8	474.9	575.2	481.5	605.5	437	389.6	645.5
"236526_x_at"	389	179	364	234.1	360	153.4	45.5	126.3	68.6	183.9
"236527_at"	255.6	258.4	373.3	339.1	479.8	365.7	466.3	398.8	236.5	45
"236528_at"	566	546.2	360.5	444.1	160.2	262.3	601	256.9	631.2	321.7
"236529_at"	175.3	162	129.4	228	155.6	180	97.7	324.3	322.3	218
"236530_at"	81.6	121.8	148.2	24.9	78.2	35.2	43.6	98.3	89.2	13.1
"236531_at"	159.2	213.2	138.2	159.3	148.1	194.4	278.1	90.6	54.5	158.6
"236532_at"	620.9	536.9	809.2	362.7	262.1	440.7	281.3	593.4	738	658.1
"236533_at"	466.7	445.5	285.2	550.6	280.4	501.4	1477.8	794.8	616.3	715.5
"236534_at"	28.5	20.2	90.1	36.7	31.9	26.3	250.2	110	87.8	21.1
"236535_at"	205.5	215.4	387.8	455.1	328.5	167.4	301.9	386.3	208.1	309.6
"236536_at"	88.2	128.9	159.8	117.7	95	126.4	186.1	153.1	255	66.6
"236537_at"	216.1	275.5	211.2	234.3	235.4	322.6	251.7	261.6	298.1	254.8
"236538_at"	2.9	17.3	9.9	1.3	14.1	2.7	3.3	26.4	4.1	5.1
"236539_at"	199.6	55.1	55.2	119.4	164.5	37.1	59.3	105.3	122.8	113.8
"236540_at"	377.4	222.2	139.2	146.2	211.7	234.1	572.4	221.3	406.7	240.8
"236541_at"	229.1	209.6	191.6	152.8	130.9	231.6	827.9	162.1	106.2	214.6
"236542_at"	33.6	8.2	9.1	132.1	15.9	80.1	308.9	59.3	31.5	43.9
"236543_at"	135.9	7.7	34.7	45.1	11.9	127.9	112.6	69.6	22.9	18.9
"236544_at"	12.6	76.5	98.8	16.9	88.2	18.6	43.1	20.2	103.2	65.6
"236545_at"	1250.3	595.6	608.6	1151.9	417.9	495.7	548.4	460.1	391.3	451.9
"236546_at"	317.2	143.3	195.3	233.8	495.5	148.5	647	40.6	259.8	53.3
"236547_at"	17.1	12.8	18.3	15	36.9	8.9	115.5	10.4	13.3	61.7
"236548_at"	109	23.8	48.4	38.4	207	5.8	437.4	67.8	69.5	92.4
"236549_x_at"	58.3	14.3	36.3	40.9	96.5	177.6	378.2	115.8	153.8	100.4
"236550_s_at"	123	113.8	137.4	97.4	39	185.8	366.9	116.8	101.3	133.7
"236551_at"	181.7	292.3	156.9	158	133.1	16.1	273.2	170.3	120.4	237
"236552_at"	363.1	285.2	174.8	165	143.7	88.1	452.4	201.1	211.6	225.8
"236553_at"	16.5	233.3	238.4	145.1	73.5	186.3	387.2	178.3	308.9	170.4
"236554_x_at"	43.5	34.5	74.8	23.9	98.7	30	233.7	5.6	127.7	17.9
"236555_at"	394.4	340.8	233.4	320.6	453.6	406.6	162.7	153.4	471.4	296.8
"236556_s_at"	11.7	20.1	48.8	14.6	54.1	46.8	600.7	21.5	25.7	20.6
"236557_at"	457.2	600.2	219.4	399.2	521.4	281.1	116.5	414.1	219.4	367.9
"236558_at"	482.5	475	208.4	670.5	125.4	100.2	269.8	157.3	202.2	352.7
"236559_at"	59.4	89.1	72.9	12.1	71.7	98.1	42.2	35.8	69.1	93.1
"236560_at"	552	138	262.9	386.4	260.8	466.8	578.7	284.4	214.4	574.7
"236561_at"	2665.5	3168.5	1200.2	1881	954.8	1137.3	1598.9	750.2	1846.7	1436.7
"236562_at"	423.9	287	400.1	488.8	149.5	237.1	167	363.1	162.3	180.7
"236563_at"	14.1	124.8	11	7.9	75	18.9	98.7	21.9	26.8	80.8
"236564_at"	87.7	73	20.1	29.8	71.9	15.2	354.5	16.4	147.8	180.1
"236565_s_at"	7311.9	9861.2	8695.9	3385.2	5117.1	6319.9	4573.8	8562.1	8896.1	7073.7
"236566_at"	238.7	243.1	245.2	242.9	132	61.3	572.1	242.3	310	177.8
"236567_at"	25.6	45.7	78.2	27.3	96.4	244.8	218.3	27.7	35.6	28.1
"236568_at"	96.6	137.3	135.9	332.3	118.5	296.8	114.5	221.8	171.3	440.5
"236569_at"	356	201.6	320	161.8	326.9	408.7	988.3	368.6	260	230.2
"236570_at"	28.7	52.9	80.3	22.1	68.9	119.5	414.8	51.2	97.5	40.7
"236571_at"	262.4	516.9	247.5	233.9	152.8	641.9	568.6	363.9	403.8	370.8
"236572_at"	63.3	57.7	32.4	29.9	30.3	39.3	45.2	35.8	8.9	112.7
"236573_at"	13.4	46.7	33.7	50.6	10.3	144.3	109.3	90	110.8	42.6
"236574_at"	503.1	509.7	346.3	309.2	315.8	466.1	151.6	356.2	421	394.5
"236575_at"	12	70.9	5.7	35	9.1	60	50.6	63.1	8.9	7.5
"236576_at"	3.6	70.9	53.2	89.2	4.8	46.8	527.2	78.3	147.3	52.7
"236577_at"	73.1	103.1	20.3	129.1	231.4	153	505.9	62	158.8	144.3
"236578_at"	425.4	706.4	389.5	377.4	282.4	345.4	491.7	231.4	307	218.2
"236579_at"	42.7	14.9	41	18.9	19.9	83.6	279	117.7	95.7	10.6
"236580_at"	154	189	35.2	166	178.8	169.2	345.5	38.9	319.9	133.8
"236581_at"	147.6	61.7	162.2	157.5	177.7	9.7	214.5	22	186.5	79.3
"236582_at"	75	62.3	20.4	87.8	48.4	40.4	48.2	151.1	54.8	42.1
"236583_at"	29.3	57.1	49.1	11.9	15.9	52.6	92	43.9	147.6	26.8
"236584_at"	44.2	139	52.2	16.2	111.6	284.2	101.7	153.4	271.3	101.7
"236585_at"	45.7	138.5	22.6	76.5	159.6	53.6	54.6	30.6	153.7	24.9
"236586_at"	51.6	10.5	61.4	64.5	67.3	8	149.2	106.7	59.9	65
"236587_at"	179.4	120.6	204.7	174.5	74.1	185.7	68.5	190.1	183.7	194.7
"236588_at"	196.6	339.7	239	267.6	252.9	205	173	272	460.1	227.5
"236589_at"	188.9	187.9	114.8	124.5	216.8	165.4	233.3	102	147.2	227.3
"236590_at"	148.4	104.1	8.1	21.1	2.8	141.1	227.6	8.1	107.5	55.7
"236591_at"	117.6	48.3	70.2	136.7	197.4	123.7	362.4	65.3	83	26.2
"236592_at"	155.5	23.2	171.4	61.2	194.7	215.9	200.8	106.3	401.8	257.8
"236593_at"	148.9	235.8	155.5	182.4	99.1	196.7	440.5	66.4	30.9	35.6
"236594_at"	1082.5	803	719.7	2539.8	643.7	1081.1	1509	847.9	735.6	908
"236595_at"	72.1	63.9	84.4	28.9	142.6	152.7	259.2	10.5	107.6	54.8
"236596_at"	73.8	150.1	109.8	71.8	125.5	245.8	75	161.7	29.8	98.8
"236597_at"	31.1	90	19.3	35.5	112.1	104.7	93.3	28.1	100.1	15.8
"236598_at"	71.7	97.2	46.1	5.9	90	88.5	97.7	104.7	194.7	101.8
"236599_at"	5863.8	2689.3	3557.2	6830.3	1807.3	2546.9	1783	3874.4	2601.7	2368
"236600_at"	686.7	837.9	1359.6	1211.2	982	1123.3	988.6	938.1	1267.2	790.8
"236601_at"	17	23	8.9	6.8	6	16	127.1	10.4	24.1	11.5
"236602_at"	127.3	14.8	52.7	101.5	12.1	45.5	257.7	80.1	10.9	81.6
"236603_at"	147.7	126	235	167.5	227.4	185.9	431.5	94.4	313.2	196.2
"236604_at"	90.5	40	75.8	171	154.7	136.6	215.3	140.2	87.7	37.3
"236605_at"	111.7	105.6	152.6	176.2	140.8	73.3	564.8	104.8	117.1	234.4
"236606_at"	100	160.4	158.1	133.4	85.2	177.7	419.2	103.3	50.1	177.2
"236607_at"	284.5	243.5	201.9	380.4	258.5	361.3	202.1	147.4	353.5	273.5
"236608_at"	32.2	45.5	47.3	58.1	36.7	7.4	25.8	94.6	7.6	63.5
"236609_at"	154.5	183.3	132.4	119.3	189.9	119.3	202.3	101.5	101.8	211
"236610_at"	265.3	249	150.6	220.2	138	313.2	427	31	276.7	176.9
"236611_at"	264.5	133.8	353.5	247.8	393.1	415.3	377.9	96.3	510.8	191.2
"236612_at"	266.4	276.9	246.8	209.5	26	158.2	66.9	99.6	247.1	73.5
"236613_at"	182.8	102.9	173.7	154.9	256.8	41.5	397.1	136.6	198.3	159.1
"236614_at"	130	240.7	208	104.9	302.6	268.3	238.4	184.9	357.1	290.1
"236615_at"	317.2	191.7	200.5	209	301.6	375.5	138.3	232.9	245.2	208.1
"236616_at"	247.7	208.5	147.3	200.4	265.7	159.9	91.4	168.3	120.7	183.7
"236617_at"	271.2	23.6	115.4	248.5	15.3	16.7	83	73.1	106.1	56.6
"236618_at"	13	24	13.9	56.9	49.2	10.3	68.6	8	24.3	70.6
"236619_at"	132.1	141.8	89	90.8	64.6	92.1	47.5	151.4	64.7	74.6
"236620_at"	997.9	609.2	710.8	905.5	419.3	867.2	316.9	459.3	920.7	730.3
"236621_at"	618.3	410.6	253	383.4	134.4	187.9	227	247.1	184.2	197.4
"236622_at"	225.5	331.2	156.9	131.1	319.4	124.3	241.4	81.4	53	97.7
"236623_at"	24.2	26.7	21.5	24.8	34.5	56.8	195.8	38.6	307.7	43.5
"236624_at"	232.6	257.8	127.2	112.5	188.4	172.5	334.6	271.2	155.4	144.5
"236625_at"	10.1	133.3	76.2	21.2	25.3	48.6	78.4	29.3	65	16.2
"236626_at"	371.5	269.8	208.1	233.7	244.6	227.3	405.1	202.5	233.6	182.2
"236627_at"	45.5	65.2	69.7	51.6	5.7	5.5	280.3	52.3	71.1	13.4
"236628_at"	25.9	13.3	15	8.8	46.5	221.6	94.7	10.4	25.8	18
"236629_at"	245.4	223.4	244.4	281.3	323.8	258.9	514.1	214.4	280	156.6
"236630_at"	64.3	221.5	31.2	27.9	47.4	256.1	343.2	77.6	329.1	158.1
"236631_at"	10.6	26.6	7.5	12.3	8.3	15.5	213.2	8.9	87.4	8.4
"236632_at"	802.3	669.5	515.2	357.7	327.7	215.1	435	1108.9	233.6	630.8
"236633_at"	7.1	9.1	1.5	49.6	6.7	28.2	52.6	8.1	9.5	24.9
"236634_at"	536.1	347.3	504	257.2	513.7	231.9	281.6	356.6	239.2	241.5
"236635_at"	1025.2	737.8	538.2	666.5	648.7	2145	2919.9	835.7	1999.1	838
"236636_at"	95.3	61.7	108.5	230.9	23.3	30	101.5	219.5	29.4	151.2
"236637_at"	71.8	54	75	80.9	119.1	77.8	236.2	18.1	29.9	92.9
"236638_at"	21.5	24.5	7.5	23.4	84.8	27.7	113.7	29.1	100	16.1
"236639_at"	11.5	12.6	6.2	7.7	11.5	25	69.9	6.6	16.9	7.7
"236640_at"	4518.6	1901.2	5281	4348.7	4058.2	2265.9	2124.7	3769.2	1727.8	2353
"236641_at"	592.5	832.8	332	389.8	425.4	136.9	221.8	575.9	299.6	433.4
"236642_at"	131.5	122.6	43.5	30.9	202.4	115.1	370.7	113.5	200.6	98.4
"236643_s_at"	28.4	78.8	58.7	67.6	82.7	158.1	77	43	46.2	29.4
"236644_at"	243.7	165.6	250.8	79.1	189.1	171.1	150.3	335.1	226.9	145.4
"236645_at"	54.8	21.1	65.6	94.7	9.3	10.9	62.2	17.9	148.9	18.4
"236646_at"	100.9	55.6	79.5	15	15.3	11.4	196.6	32.7	71.6	71.4
"236647_at"	91.5	21.8	118.7	18.5	368.3	40.6	104.5	38.5	143.9	16.3
"236648_at"	542.9	379.8	219.4	342.6	421.2	242.5	216.7	392	203.2	233.7
"236649_at"	1687.8	1126.9	933.4	2184.9	837.8	1269.6	1117.8	1003.7	2325.3	1122.7
"236650_at"	53.3	16.9	27.3	4.5	41.9	4	198	58.3	12.8	80.6
"236651_at"	59.8	105.1	74.6	97.1	79.8	174.5	213.6	50.6	52	88.9
"236652_at"	161.2	96.9	9.1	108.3	118.5	211.8	240.4	24.5	120	103.5
"236653_at"	144.7	95.3	36	142.3	106.8	275.9	152.1	245.9	47	190.5
"236654_s_at"	125.2	77.1	63.7	8.1	18.9	24.6	27.8	57.4	110.7	11.3
"236655_at"	31.8	32.7	13.4	37.5	98.1	12.5	40	60.7	12.4	10.6
"236656_s_at"	3766.1	3022.8	2587.3	2983.8	4339.8	5668.7	5231.7	3901.1	4609.9	4465.1
"236657_at"	1136.9	1135.1	903.9	1018.5	1472.8	2493.8	3377	1575.2	1972.1	1853.2
"236658_at"	18.8	30.7	58.8	21.5	22.5	130.5	216.3	52.2	30.8	70.4
"236659_x_at"	183	140.2	113.2	172.8	81.3	82.4	192.8	158.6	234.7	141.5
"236660_at"	115.2	109.3	93.4	80	107.9	241.2	494.6	70.8	199	59.4
"236661_at"	10.8	23.6	12.6	16.3	7.8	70.3	251.3	128.2	18.9	15.8
"236662_at"	211.5	258.3	179.8	147.9	148.5	185.9	468	138.3	278.3	106.6
"236663_at"	19.6	118.1	54.9	103.1	148.3	40.1	78.5	118.8	157.8	59.1
"236664_at"	250.9	409.3	255	344.8	217.6	402.4	622.3	223.4	161.1	526.8
"236665_at"	92	25.7	88.3	93.1	54	5	48.4	91.4	118.7	9.3
"236666_s_at"	150.4	142.5	79.6	141.8	100.7	188.3	108.9	17.6	231.6	120
"236667_at"	432.7	319.4	191.2	271.9	283.5	268.8	1545.9	434.4	289.4	327
"236668_at"	278	259.4	150.2	210	205.3	259.8	603.9	300.9	174.2	238.3
"236669_at"	180.6	25.6	123.2	126.6	9.8	17.3	140.3	19.6	25.3	38.4
"236670_s_at"	17.2	6.1	24.6	3.5	59.3	64.7	94	11.3	2.9	42
"236671_at"	642	645.8	431.1	533.2	503.4	606.6	520.1	330	437.8	333
"236672_at"	167	89.3	9	147.2	87.4	161	321.1	57.4	140.8	170.4
"236673_at"	11.4	41.6	24.5	72.7	27.2	132	106.6	110.2	167.9	20.2
"236674_at"	18.9	19.2	50.2	20.5	43.8	57.4	673.7	37.6	209.2	54.7
"236675_at"	538.3	313.6	356.3	878.4	248.7	826.4	652.2	547.8	452.8	796.9
"236676_at"	215.7	232.5	134.2	105.9	26.1	169.1	113.2	72.1	114.1	197.9
"236677_at"	39.5	35.2	26.8	17	62.6	28.3	393.2	142.4	26.8	45.7
"236678_at"	100.7	19	41.9	47.5	11.8	111.5	40.1	18	107.3	47.2
"236679_x_at"	775.8	719.7	653.1	992.6	284.1	484.5	734.3	700.4	483.3	689.7
"236680_at"	25.3	103	6.5	38.6	19.1	96.1	300.5	6.7	3.7	6.6
"236681_at"	67.3	30.4	49.7	97.2	38.9	95.6	363.3	16.1	153.4	32.9
"236682_at"	9.8	29.8	5	19.6	17.8	13.3	48.5	18	38.4	12
"236683_at"	98.3	131.2	153.9	184.1	42.2	255.8	874.6	249.3	365.4	254.6
"236684_at"	41.2	74.2	9.7	34.1	56.5	17.9	75	7.6	102.4	9
"236685_at"	1349	707.8	575	1007	580.4	937.6	825.7	363.5	686.7	705.2
"236686_at"	5.1	16.1	7.9	18.5	10.8	69.7	92.5	22.4	83.7	140.1
"236687_at"	154.8	90.9	55.2	70.6	114.2	200.6	112.6	212.4	106.5	95.4
"236688_at"	105.2	179	127.5	88.4	338.4	288.5	221.2	137	245.1	337.4
"236689_at"	196.6	70.7	48.2	193.3	144	268.4	626.1	252	218.8	225.5
"236690_at"	29.4	9.9	39.3	17.7	13.1	39.6	122.4	20.6	18.2	9.3
"236691_at"	101.3	8.1	4.4	13.2	105.1	97.9	172.4	14.3	39.9	69.2
"236692_at"	378	491.9	560.8	426.3	726	202.4	286.9	373.6	574.1	379.4
"236693_at"	27.1	75.6	8.5	9	12.8	14.1	46.4	8	12.3	7.7
"236694_at"	61.1	13.2	2	1078.9	1963.7	52.4	320.3	100.9	21.1	14.3
"236695_at"	64.6	25.5	39.3	35.3	36.1	44.6	126.7	152.4	84.7	142.8
"236696_at"	372	243.2	102.7	305.9	139.9	277.7	46.2	129.2	304.3	147.4
"236697_at"	137.4	146.6	60.3	8.7	80.3	55.6	22.5	63.2	82	131.3
"236698_at"	201	240.4	196	214.3	194	345.5	474.9	180.7	125.9	168.9
"236699_at"	340.8	147.5	8	321.2	121.6	161.7	92.1	125	204.6	252.3
"236700_at"	472.2	189.2	176.8	260.8	116.6	309.5	410	179.5	155.6	119.8
"236701_at"	258.3	24.3	112.2	88.4	131	87.4	152	327.1	425.7	262.7
"236702_at"	20.6	41.2	18.4	41.3	13.5	35	248	17.1	38.5	33.6
"236703_at"	408.3	429.2	316.9	391.7	280	108	734.3	378.2	241.3	227.6
"236704_at"	527.1	289.3	342.8	459.1	235.8	189.9	223.5	294.6	325.8	277.2
"236705_at"	22.2	7	23.6	37.4	58.9	5.9	177.6	7.9	2.9	50
"236706_at"	152.2	120.2	93.8	255	155.8	219	196.4	119.6	173	224.4
"236707_at"	140.9	268.3	203.2	107.6	109.3	219.1	424	137.3	276	83.8
"236708_at"	432.6	278.8	268.8	163.3	276.8	232.5	323.8	178.4	348.4	137.5
"236709_at"	30.8	24.6	82.6	9.2	105.7	109.3	281.3	188.2	75.6	28.5
"236710_at"	80.2	23.7	10.6	10	103.3	111.9	114.1	19.7	3.7	22.2
"236711_at"	34	42.5	14.9	94.4	91.9	69.1	208.5	57.2	147.3	65.3
"236712_at"	52.3	47.6	16.7	68.3	40.2	19.9	234.4	16.6	140.9	55
"236713_at"	76.7	53.9	40.7	29.7	91.4	116.4	264.6	83.8	75.3	37
"236714_at"	82.3	22.2	30.9	16.9	67.7	34.4	68.5	66.1	170.7	75.9
"236715_x_at"	1598.1	692.6	876.4	749.6	842.2	620.4	1070.2	515.5	538.4	548.2
"236716_at"	91.9	68.8	163.7	176.5	178.7	165.7	552.8	147.2	155.1	254.1
"236717_at"	17.2	99.8	75.9	125.4	15.2	82.1	264.6	78.1	94.7	77.3
"236718_at"	80.2	361.5	211.2	559	355.6	184.5	92.7	284.3	144.7	225.7
"236719_at"	447.7	318.3	392.4	463.3	401.9	433	365.4	392.1	610.5	390
"236720_at"	143.9	147.9	59.4	117.7	58.7	130.7	142	205.6	198	61.1
"236721_at"	129.6	262	98.6	217.7	244	219	122.5	106	148.7	153.6
"236722_at"	418.2	414.9	383.1	380.3	501.6	614.6	1369	483.6	607.7	569.9
"236723_at"	228	117.6	133.1	195.7	151	165.1	62.6	17	178.4	265.4
"236724_at"	69.8	7.6	18.8	20.7	22.6	13	208.4	37.9	32.1	28
"236725_at"	326.5	336.8	108.1	274.1	107.2	192	788.6	111.1	424.2	30.2
"236726_at"	6.1	9.9	10.9	7.8	9.9	28.3	99.3	25.9	7.4	21.6
"236727_at"	15.2	52.8	57.4	49.1	9	134.3	142.7	84	129.1	65.2
"236728_at"	45.4	90.8	52.6	34.5	73	111.3	377	111.5	15.9	77.2
"236729_at"	89.6	91	15.3	77.4	15.2	102.3	150.4	62.7	17.9	45
"236730_at"	36.5	251.3	195.2	133.6	299.1	135	188.4	47	366	369.9
"236731_at"	92.6	26.1	73.6	13.9	50.4	72	184.9	35.6	26	17.8
"236732_at"	140	131.5	134.2	68.9	87.6	253.9	252.1	25.3	199.9	27.7
"236733_at"	122.8	56.9	20	100.1	84.4	5.1	115.9	9.5	40.7	122.4
"236734_at"	3.5	15.7	10.8	17.8	9.7	37.8	105	10.7	7.7	13.1
"236735_at"	5.1	7.6	39.8	6.3	6.4	29.4	27.7	21.3	10.5	131.9
"236736_at"	10.6	24.5	16.2	102.1	38.7	19	121	193.1	113.3	93.9
"236737_at"	28.9	43.8	15.1	16.6	39	33.4	137.4	115.3	60.4	59.5
"236738_at"	133.9	83.1	169.5	110.2	353.2	297.9	201.3	150.7	112.3	82.1
"236739_at"	17.3	2.1	22.9	20.7	84.9	8.5	39.6	7.1	9	14.6
"236740_at"	3.5	20.3	9.6	21.1	12.2	43.9	36.4	3.9	16.9	8.7
"236741_at"	16.4	37.1	39.3	95.8	12.6	59.4	228.9	83.7	39.5	22.8
"236742_at"	295.6	259.6	200.5	312.6	173.1	315.9	487.3	284.5	323.8	170.1
"236743_at"	4	37.1	55.9	15.2	122.1	109.6	365.4	37.3	20.3	22.6
"236744_at"	33	55	124.3	74.4	53.3	194.4	145.3	127.2	120.9	25.2
"236745_at"	133	34.3	39.3	24.8	78.4	140.7	351.5	64.4	112.8	184.5
"236746_at"	98.2	83.2	28	37.8	58.4	50.2	162.1	113.4	90.8	24.7
"236747_at"	12.9	110	18.9	43.1	77.5	181	71.2	17.1	156.6	105.8
"236748_at"	6.1	14.9	7.8	12	10.4	22.6	59.9	44.9	41.8	27.8
"236749_at"	116	246.8	227.8	114.9	104.6	198.8	730.1	361.4	240.8	395.3
"236750_at"	104.7	62.9	44	85.3	185.1	154.7	380.5	39.4	117.8	192.7
"236751_at"	310.7	323.7	189.5	113.9	134	55.1	204	235.3	687.2	432.6
"236752_at"	852.1	914.8	177.5	634	265.5	411.4	281.2	500.9	513.8	356.3
"236753_at"	38	94.6	162.6	158.4	138.2	89.3	117.6	227.6	54.5	19.2
"236754_at"	317.9	137.7	16.6	68.6	146.1	199.9	162.4	97.2	88.7	146.5
"236755_at"	432.5	411	246.2	438.4	224.8	258.9	388.6	42.3	191.7	263.6
"236756_at"	54.7	102.5	4.8	62.6	79.7	62.6	175.6	51.7	98.9	34.7
"236757_at"	17.7	10.9	35.8	13.4	50.3	16.7	200.4	108.9	46.1	33.6
"236758_at"	7.6	7.1	27.7	11.5	30.1	3.9	114.4	8.1	15.3	5.5
"236759_at"	89.2	84.1	63.8	73.7	75.1	119	174.7	182.7	5	19.1
"236760_at"	158.1	140.6	99.5	121.2	164.7	15.7	267.5	164	103.6	167.4
"236761_at"	9.2	87.2	15.9	74.8	104.5	23.6	356.6	5.1	29.4	12.9
"236762_at"	135.9	225.5	141.7	211.9	185.2	9.2	309.1	73.9	203.1	52.6
"236763_at"	26.1	136.4	53	137.9	228.6	110.2	374	29.5	209.6	143.8
"236764_at"	589.5	371.4	627.1	542.3	418.3	565	174.4	248.1	271	380.8
"236765_at"	15.4	34	11.7	11.6	26.4	40.9	192.8	105	57.4	13.6
"236766_at"	321.7	134.3	149.1	329.5	160.5	136.8	324.5	205	36	48.5
"236767_at"	45.2	48.1	20.3	8.3	9.8	20.8	475.3	98.5	21.5	92.7
"236768_at"	4.4	38.3	3.4	4.3	6.3	12.7	55.3	15.4	16.8	86.5
"236769_at"	182.6	166.3	233.3	182.6	366.2	324.3	143.7	113.7	39.8	111.8
"236770_at"	38.6	43	63	32.7	23.2	41.1	134.8	12.1	86.7	36.7
"236771_at"	14.2	17.6	13.2	8.9	45.6	78.3	195	98.6	156.2	16.7
"236772_s_at"	515	387.3	727	885.1	233.1	573.1	510.9	509	516.4	403.5
"236773_at"	1.5	6.8	5.8	27	38.2	3.1	27.5	6	2.6	37.5
"236774_at"	7.7	34	8.8	3.9	4.3	16.1	78.4	102.9	22.6	4.9
"236775_s_at"	54.7	51.2	92.7	93.2	8.1	119.1	549.9	18	26.7	42.2
"236776_at"	166	173.6	61.2	112.8	186.5	195	460.3	79.3	146.1	257.9
"236777_at"	411.5	188.6	454.1	413.8	352.1	434.7	318.2	349.1	332.7	345.8
"236778_at"	911	466.7	752.8	716.6	400.7	398	574.7	294.6	809.7	276
"236779_at"	223.3	295.7	150.4	208	184.4	261.5	149.6	113.3	89.1	49.7
